,Recorded Date,Recorded Time,A/C Type Ref,Flight phase computed on ground,NOSE LANDING GEAR COMPRESSED SYS. 1,N1 ACTUAL (LOW ROTOR SPEED) SYS. 1,N1 ACTUAL (LOW ROTOR SPEED) SYS. 2,,Altitude QNH,Radio Altitude  (corrected),Ground speed (corrected),,NORMAL ACCELERATION SYS. 1,LONGITUDINAL ACCELERATION SYS. 1,LATERAL ACCELERATION SYS. 1,Vertical Speed computed on ground,SELECTED FPA,DRIFT ANGLE SYS. 1,MAGNETIC HEADING,Air path - Longitude,Air path - Latitude,DEPARTURE AIRPORT,City pair TO,WIND SPEED,WIND DIRECTION - TRUE,AP1 ENGAGED SYS. 1,AP2 ENGAGED SYS. 1,PITCH CAPT CMD POSITION,PITCH F/O CMD POSITION,ROLL CAPT CMD POSITION,ROLL F/O CMD POSITION,RUDDER POSITION SYS. 1,ELEVATOR POSITION LEFT SYS. 1,ELEVATOR POSITION RIGHT SYS. 1,FLAP ACTUAL POSITION,RH SPL 2 POSITION SYS. 2,RH SPL 3 POSITION SYS. 2,,RH SPL 5 POSITION SYS. 2,TOTAL AIR TEMPERATURE,N1 VIB ENG 1 BRG1 OR TRF SYS. 1,N1 VIB ENG 2 BRG1 OR TRF SYS. 1,N2 VIB ENG 1 BRG1 OR TRF SYS. 1,N2 VIB ENG 1 BRG1 OR TRF SYS. 1,IAE EGT LPT EXIT TEMP SYS. 1,IAE EGT LPT EXIT TEMP SYS. 2,GROSS WEIGHT (KGS.),Recorded Time,Recorded Date
,,,,,,%,%,,feet,feet,knot,,g,g,g,ft/min,deg,deg,deg,deg,deg,,,knot,deg,,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg C,%,%,%,%,deg C,deg C,kg,,
12:06:02,26/01/16,12:06:01, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:01,26/01/16
12:06:03,26/01/16,12:06:01, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:01,26/01/16
12:06:04,26/01/16,12:06:01, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:01,26/01/16
12:06:05,26/01/16,12:06:05, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:05,26/01/16
12:06:06,26/01/16,12:06:05, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:05,26/01/16
12:06:07,26/01/16,12:06:05, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:05,26/01/16
12:06:08,26/01/16,12:06:05, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:05,26/01/16
12:06:09,26/01/16,12:06:09, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:09,26/01/16
12:06:10,26/01/16,12:06:09, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:09,26/01/16
12:06:11,26/01/16,12:06:09, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:09,26/01/16
12:06:12,26/01/16,12:06:09, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.26, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:09,26/01/16
12:06:13,26/01/16,12:06:13, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:13,26/01/16
12:06:14,26/01/16,12:06:13, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:13,26/01/16
12:06:15,26/01/16,12:06:13, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:13,26/01/16
12:06:16,26/01/16,12:06:13, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:13,26/01/16
12:06:17,26/01/16,12:06:17, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:17,26/01/16
12:06:18,26/01/16,12:06:17, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:17,26/01/16
12:06:19,26/01/16,12:06:17, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:17,26/01/16
12:06:20,26/01/16,12:06:17, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:17,26/01/16
12:06:21,26/01/16,12:06:21, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:21,26/01/16
12:06:22,26/01/16,12:06:21, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.26, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:21,26/01/16
12:06:23,26/01/16,12:06:21, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:21,26/01/16
12:06:24,26/01/16,12:06:21, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:21,26/01/16
12:06:25,26/01/16,12:06:25, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:25,26/01/16
12:06:26,26/01/16,12:06:25, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:25,26/01/16
12:06:27,26/01/16,12:06:25, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.26, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:25,26/01/16
12:06:28,26/01/16,12:06:25, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:25,26/01/16
12:06:29,26/01/16,12:06:29, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:29,26/01/16
12:06:30,26/01/16,12:06:29, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:29,26/01/16
12:06:31,26/01/16,12:06:29, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:29,26/01/16
12:06:32,26/01/16,12:06:29, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:29,26/01/16
12:06:33,26/01/16,12:06:33, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:33,26/01/16
12:06:34,26/01/16,12:06:33, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:33,26/01/16
12:06:35,26/01/16,12:06:33, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:33,26/01/16
12:06:36,26/01/16,12:06:33, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:33,26/01/16
12:06:37,26/01/16,12:06:37, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:37,26/01/16
12:06:38,26/01/16,12:06:37, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:37,26/01/16
12:06:39,26/01/16,12:06:37, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:37,26/01/16
12:06:40,26/01/16,12:06:37, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:37,26/01/16
12:06:41,26/01/16,12:06:41, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:41,26/01/16
12:06:42,26/01/16,12:06:41, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:41,26/01/16
12:06:43,26/01/16,12:06:41, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:41,26/01/16
12:06:44,26/01/16,12:06:41, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:41,26/01/16
12:06:45,26/01/16,12:06:45, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.26, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:45,26/01/16
12:06:46,26/01/16,12:06:45, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00,  0.00, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:45,26/01/16
12:06:47,26/01/16,12:06:45, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.26, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:45,26/01/16
12:06:48,26/01/16,12:06:45, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.26, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:45,26/01/16
12:06:49,26/01/16,12:06:49, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:49,26/01/16
12:06:50,26/01/16,12:06:49, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:49,26/01/16
12:06:51,26/01/16,12:06:49, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977,-0.004, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:49,26/01/16
12:06:52,26/01/16,12:06:49, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:49,26/01/16
12:06:53,26/01/16,12:06:53, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:53,26/01/16
12:06:54,26/01/16,12:06:53, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:53,26/01/16
12:06:55,26/01/16,12:06:53, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:53,26/01/16
12:06:56,26/01/16,12:06:53, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:53,26/01/16
12:06:57,26/01/16,12:06:57, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:57,26/01/16
12:06:58,26/01/16,12:06:57, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 59.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.8,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:57,26/01/16
12:06:59,26/01/16,12:06:57, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965, 0.000, -0.0078,    0,   0.0,,274.92, 120.9798, 32.0976,ZSNT,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:06:57,26/01/16
12:07:00,26/01/16,12:06:57, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.965, 0.000, -0.0039,    0,   0.0,  0.000,274.92, 120.9798, 32.0976,,,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:06:57,26/01/16
12:07:01,26/01/16,12:07:01, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,ZLXY,,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0, 10.50, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,12:07:01,26/01/16
12:07:02,26/01/16,12:07:01, 20,ENG. STOP,GROUND,   0.0,   0.0,,   12.27,    0.0,  0.00,, 0.977, 0.000, -0.0039,    0,   0.0,,274.92, 120.9798, 32.0976,,, 60.00,268.59,N,NOFALT, 22.41,  0.00, -0.09, -0.35, -0.7,  17,  17,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,12:07:01,26/01/16
